,Klebsiella pneumoniae 1162281 1037908.3,Klebsiella pneumoniae KCTC 2242 1049565.4,Klebsiella pneumoniae 1191100241 1074486.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH1 1087440.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH2 1087441.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH4 1087443.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH5 1087444.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH6 1087445.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH7 1094167.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH8 1094168.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH9 1094169.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH10 1094170.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH11 1094171.3,Klebsiella pneumoniae subsp. pneumoniae HS11286 1125630.4,Klebsiella pneumoniae subsp. pneumoniae KPNIH12 1128946.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH14 1128948.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH16 1128950.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH17 1128951.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH18 1128952.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH19 1128953.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH20 1128954.3,Klebsiella pneumoniae subsp. pneumoniae DSM 30104 1162296.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH21 1168062.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH22 1168063.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH23 1168064.3,Klebsiella pneumoniae subsp. pneumoniae LZ 1177153.3,Klebsiella pneumoniae subsp. pneumoniae ST512-K30BO 1185418.3,Klebsiella pneumoniae subsp. pneumoniae ST258-K26BO 1185419.3,Klebsiella pneumoniae subsp. pneumoniae ST258-K28BO 1185420.3,Klebsiella pneumoniae subsp. pneumoniae 1084 1193292.6,Klebsiella pneumoniae subsp. pneumoniae WGLW1 1203544.3,Klebsiella pneumoniae subsp. pneumoniae WGLW2 1203545.3,Klebsiella pneumoniae subsp. pneumoniae WGLW5 1203547.3,Klebsiella pneumoniae subsp. pneumoniae ST258-490 1212766.3,Klebsiella pneumoniae subsp. pneumoniae KpQ3 1226115.3,Klebsiella pneumoniae subsp. pneumoniae Ecl8 1226680.3,Klebsiella pneumoniae ATCC BAA-2146 1263871.3,Klebsiella pneumoniae hvKP1 1267897.3,Klebsiella pneumoniae ATCC BAA-1705 1276652.3,Klebsiella pneumoniae 700603 1276653.3,Klebsiella pneumoniae PR04 1279040.3,Klebsiella pneumoniae UHKPC40 1284787.3,Klebsiella pneumoniae UHKPC23 1284788.3,Klebsiella pneumoniae UHKPC05 1284790.3,Klebsiella pneumoniae DMC0526 1284796.3,Klebsiella pneumoniae UHKPC48 1284801.3,Klebsiella pneumoniae UHKPC09 1284810.3,Klebsiella pneumoniae UHKPC01 1284811.3,Klebsiella pneumoniae UHKPC81 1284812.3,Klebsiella pneumoniae UHKPC27 1284813.3,Klebsiella pneumoniae UHKPC 52 1284814.3,Klebsiella pneumoniae UHKPC24 1284815.3,Klebsiella pneumoniae UHKPC26 1284816.3,Klebsiella pneumoniae UHKPC57 1284817.3,Klebsiella pneumoniae UHKPC45 1284819.3,Klebsiella pneumoniae UHKPC22 1284820.3,Klebsiella pneumoniae UHKPC29 1284821.3,Klebsiella pneumoniae UHKPC32 1284822.3,Klebsiella pneumoniae UHKPC04 1284823.3,Klebsiella pneumoniae VAKPC252 1284824.3,Klebsiella pneumoniae VAKPC254 1284825.3,Klebsiella pneumoniae VAKPC269 1284826.3,Klebsiella pneumoniae VAKPC278 1284827.3,Klebsiella pneumoniae VAKPC280 1284828.3,Klebsiella pneumoniae VAKPC270 1284829.3,Klebsiella pneumoniae VAKPC276 1284830.3,Klebsiella pneumoniae VAKPC297 1284831.3,Klebsiella pneumoniae VAKPC309 1284832.3,Klebsiella pneumoniae KP-11 1284834.3,Klebsiella pneumoniae HSL4 1294269.3,Klebsiella pneumoniae 361_1301 1304920.3,Klebsiella pneumoniae 500_1420 1304922.3,Klebsiella pneumoniae 540_1460 1304923.3,Klebsiella pneumoniae 646_1568 1304924.3,Klebsiella pneumoniae subsp. pneumoniae 12-3578 1306950.3,Klebsiella pneumoniae ATCC 25955 1316938.3,Klebsiella pneumoniae G5-2 1316939.3,Klebsiella pneumoniae MGH 78578 272620.3,Klebsiella pneumoniae subsp. pneumoniae MGH 78578 272620.9,Klebsiella pneumoniae NTUH-K2044 484021.4,Klebsiella pneumoniae 342 507522.6,Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884 667127.3
KPN_02827,99.79,99.79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.79,100,100,100,99.38,100,100,100,99.79,100,100,99.8,100,100,99.79,100,99.79,100,99.18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.18,100,100,100,100,99.79,99.18,100
KPN_02546,100,100,99.6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.6,100,100,100,99.6,100,100,100,100,99.2,99.6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.39,100,100,100,100,100,,99.2
KPN_03939,98.92,98.48,99.78,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,100,98.92,98.92,98.92,97.84,98.92,100,98.92,97.84,99.57,98.7,100,98.92,98.05,98.48,98.92,97.62,98.92,95.45,99.13,98.92,98.92,98.92,98.92,98.92,98.92,98.92,99.35,98.92,98.92,98.92,98.92,98.7,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.92,98.48,99.18,98.92,98.92,98.92,98.92,95.67,99.78,99.78,100,100,97.84,98.05,99.78
KPN_04424,100,99.73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.75,100
KPN_00699,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.62,100
KPN_04001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.7,100,100,100,100,100,100,100,98.21,100,100,100,100,100,100,100,100,100,100,100,100,100,99.7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.21,99.7,99.7,100,100,100,100,100
KPN_03626,100,98.98,98.48,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,98.98,99.49,99.49,99.49,96.3,99.49,99.49,99.49,98.98,98.48,99.49,98.98,99.49,100,98.98,99.49,98.98,99.49,,98.98,99.49,99.49,99.49,99.49,99.49,99.49,99.49,98.48,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,98.48,90.18,99.49,99.49,99.49,99.49,,98.98,98.98,100,100,98.98,88.32,98.48
KPN_03942,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.84,100,100,100,100,99.06,100,100,100,99.84,100,100,100,100,98.43,100,100,100,100,100,100,100,100,100,100,100,100,100,99.69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.58,100,100,100,100,100,99.06,100
KPN_00664,99.75,99.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.75,100,99.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.75,100,100,100,100,100,99.75,100,100,100,100,100,99.75,99.75
KPN_01587,98.97,99.18,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.18,99.59,99.59,99.59,98.77,99.59,99.59,99.59,99.18,99.18,98.97,98.97,99.59,99.18,99.18,99.59,99.59,99.59,94.46,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,98.97,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.18,,99.59,99.59,99.59,99.59,94.46,99.59,99.59,100,100,99.18,94.66,98.97
KPN_04397,99.83,99.49,99.74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.83,100,100,100,100,100,100,100,100,100,100,99.83,100,100,99.49,100,100,100,97.64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.64,100,100,100,100,100,98.48,98.1
KPN_03151,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.53,100,100,100,100,100,99.53,100,100,100,100,100,100,100,99.53,100,100,100,100,100,100,100,100,99.53,100,100,100,100,99.53,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.07,99.53
KPN_04222,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.67,100
KPN_02669,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99
KPN_00842,100,99.66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.66,100,100,100,100,100,99.66,100,100,100,99.66,100,100,100,97.97,99.66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.86,99.66,99.66,100,100,100,97.63,100
KPN_03820,100,100,99.76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.73,100,100,100,100,100,100,100,99.46,,100,99.73,100,100,100,100,99.73,100,100,99.73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.46,,100,100,100,100,100,99.73,99.73,100,100,99.46,99.73,100
KPN_00312,99.61,99.22,99.61,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,100,99.22,99.61,99.61,99.22,99.61,99.22,99.22,99.61,99.22,99.61,99.61,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.61,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,100,99.22,99.22,99.22,99.22,99.61,99.61,99.61,100,100,100,100,99.11
KPN_03761,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.04,100,100,100,100,100,100,100,100,100,100,100,100
KPN_00932,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.63,99.65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.65,100,100,100,100,100,98.95,99.65
KPN_01788,100,100,99.6,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,99.57,98.79,98.79,98.79,98.79,98.79,98.79,98.79,99.19,98.79,98.79,98.79,100,,96.62,98.72,100,99.6,100,100,98.79,100,100,99.6,98.79,98.79,99.6,98.14,98.79,98.79,98.79,98.79,98.79,98.79,98.79,99.6,98.79,98.79,98.79,98.79,100,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,100,100,98.79,98.79,98.79,98.79,99.6,99.6,99.6,100,100,100,98.38,
KPN_02699,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.62,99.53
KPN_01994,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,98.96,98.96,99.48,99.48,99.48,99.48,99.48,99.48,98.96,99.48,98.96,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,98.96,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,98.96,99.48,99.48,100,100,98.96,99.48,98.96
KPN_02428,99.36,99.36,98.93,99.57,99.57,99.57,99.57,99.57,99.57,99.57,99.57,99.57,99.57,99.36,99.57,99.57,99.57,99.57,99.57,99.57,99.57,98.5,99.57,99.57,99.57,98.93,99.57,99.57,99.57,98.93,98.93,98.71,98.71,99.57,99.57,99.36,99.36,99.57,99.57,96.14,98.24,99.57,99.57,99.57,99.57,99.57,99.57,99.57,,99.57,99.57,99.57,99.57,98.71,99.57,99.57,99.57,99.57,99.57,99.57,99.57,99.57,99.57,99.57,99.57,99.57,99.57,99.57,98.93,98.93,99.57,99.57,99.57,99.57,95.92,99.57,99.57,100,99.79,98.93,95.06,99.14
KPN_04623,99.8,99.8,99.8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.8,100,100,100,99.6,100,100,100,99.8,99.8,99.8,99.8,100,99.8,99.6,100,99.6,100,99.6,100,100,100,100,100,100,100,100,100,100,100,100,100,99.8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.8,99.8,100,100,100,100,99.8,99.8,99.8,100,100,99.8,99.8,100
KPN_02166,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.39,98.8,98.8,98.8,98.8,98.8,98.8,98.8,99.2,98.8,98.8,98.8,98.39,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.39,98.8,95.98,98.68,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.62,98.8,98.8,98.8,98.8,96.39,98.8,98.8,100,100,98.8,95.18,97.99
KPN_04267,99.82,100,99.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.81,100,100,100,100,100,100,100,100,100,99.45,99.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.62,100,100,100,100,100,99.45,99.81,99.81,100,100,99.81,97.89,100
KPN_01455,99.8,100,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,100,99.8,99.8,99.8,99,99.61,99.6,99.8,99.8,99.8,100,99.8,99.8,99.2,100,99.8,99.8,99.8,99.4,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.4,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.13,99.8,99.8,99.8,99.8,99.4,99.6,99.6,100,100,99.8,99.6,100
KPN_03932,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.47,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.75,100,100,100,100,100,98.73,100,100,100,100,100,99.49,100
KPN_04305,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.88,99.76,99.88,99.88,100,99.88,99.88,99.88,99.76
KPN_01516,,99.64,99.82,99.82,99.82,99.82,99.82,,,99.82,,,,99.82,99.82,,,99.82,,99.82,,99.45,99.82,99.82,99.82,,,99.82,99.82,,,100,99.82,,,100,,99.37,,99.15,98.77,99.82,,,,99.82,,,99.82,,99.82,,99.82,,,,,,99.82,99.82,,,,99.82,99.82,,,,,99.64,99.82,99.82,99.82,,99.09,,,100,100,99.82,,
KPN_00603,100,99.25,100,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.75,99.25,99.25,99.25,99.5,100,98.96,99.25,98.76,99.5,98.76,99,99.25,99,99.25,99.25,99.75,99.25,95.52,99.01,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.5,99.25,99.25,99.25,99.25,99,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,100,99.25,99.25,99.25,99.25,94.78,98.51,98.51,100,100,98.76,94.28,
KPN_01015,99.17,99.45,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.03,99.72,99.72,99.72,99.72,99.72,99.4,99.72,97.23,99.72,99.72,99.17,99.72,99.72,99.72,99.72,98.61,98.89,99.45,99.17,99.72,99.72,99.45,99.72,98.89,99.72,96.4,99.45,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.17,99.72,99.72,99.72,99.72,99.45,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,96.95,99.17,99.17,100,100,98.61,97.23,99.17
KPN_01976,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.55,100,100,100,100,100,100,100,99.09,100,100,100,100,100,100,100,100,100,100,100,100,100,99.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.09,99.55,99.55,100,100,100,98.18,100
KPN_03317,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.46,99.46,100,100,100,100,100,100,100,98.91,100,100,100,100,100,100,100,100,99.46,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.91,100,100,100,100,100,95.65,99.46
KPN_02303,99.31,99.66,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.15,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,98.64,99.48,99.31,99.48,99.31,99.48,99.48,99.48,99.66,99.48,99.66,99.48,95.01,98.58,99.48,99.48,99.48,99.48,99.48,99.48,99.48,96.04,99.48,99.48,99.48,99.48,99.14,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,98.97,99.45,99.48,99.48,99.48,99.48,94.84,99.66,99.66,100,100,99.12,96.49,99.3
KPN_00792,100,99.54,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.54,,100,100,99.28,99.77,99.54,100,100,99.54,99.54,100,99.09,100,97.14,100,100,100,100,100,100,100,100,99.77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.54,,100,100,100,100,96.18,99.54,99.54,100,100,99.32,94.08,100
KPN_01210,100,100,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,100,99.78,99.78,99.78,100,99.78,99.78,99.78,100,100,100,99.78,99.78,100,100,99.78,100,99.78,99.78,100,99.78,99.78,99.78,99.78,99.78,99.78,99.78,100,99.78,99.78,99.78,99.78,100,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,100,100,99.78,99.78,99.78,99.78,99.78,100,100,100,100,99.78,100,99.78
KPN_02657,97.87,96.45,99.02,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,97.39,99.29,99.29,99.29,97.16,99.29,99.29,99.29,97.87,98.58,96.45,97.87,99.29,99.29,96.45,99.29,97.16,99.29,90.83,97.87,99.29,99.29,99.29,99.29,99.29,99.29,99.29,97.16,99.29,99.29,99.29,99.29,96.45,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,98.58,97.87,99.29,99.29,99.29,99.29,91.67,97.16,97.16,100,99.02,97.87,93.62,96.45
KPN_01770,98.28,98.71,100,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,100,97.63,97.63,97.63,97.63,97.63,97.63,97.63,99.57,97.63,97.63,97.63,98.92,96.3,95.29,96.69,99.14,98.92,99.78,99.78,97.63,100,98.71,99.57,98.49,97.63,98.28,99.03,97.63,97.63,97.63,97.63,97.63,97.63,97.63,98.49,97.63,97.63,97.63,97.63,99.78,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,98.71,100,97.63,97.63,97.63,97.63,98.06,99.35,99.35,100,100,99.14,99.14,
KPN_00342,100,100,99.76,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,100,99.77,99.77,99.77,100,99.77,99.77,99.77,100,100,100,100,99.77,100,100,99.77,99.77,99.77,98.63,100,99.77,99.77,99.77,99.77,99.77,99.77,99.77,100,99.77,99.77,99.77,99.77,100,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,100,100,99.77,99.77,99.77,99.77,98.63,100,100,100,100,100,98.63,100
KPN_03196,99.5,98.51,98.26,98.51,98.51,98.51,98.51,98.46,98.51,98.51,98.51,98.51,98.51,98.51,98.51,98.46,98.51,98.51,98.51,98.51,98.51,99,98.51,98.51,98.51,99.49,99.33,,,99,99,99,99,98.51,98.51,98.51,98.51,99,98.51,,99,98.46,98.51,98.51,98.46,98.51,98.51,98.51,99,98.51,98.51,98.51,98.51,99,98.51,98.46,98.51,98.51,98.51,98.51,98.51,98.51,98.51,98.51,98.46,98.46,98.51,98.51,99,100,98.51,98.51,98.51,98.51,,98.51,98.46,100,100,99,96.52,98.01
KPN_03019,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.79,100,100,100,100,100,100,99.61,99.81,100,100,100,100,99.81,100,99.03,100,100,100,100,100,100,100,100,99.81,100,100,100,100,99.61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.03,100,100,100,100,100,99.03,100
KPN_03375,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,99.74,99.54,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.54,100,100,100,100,99.74,100,100,100,100,100,99.74,99.74
KPN_03488,100,100,99.39,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,99.48,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,99.48,99.48,100,100,100,100,100
KPN_00309,100,99.79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.79,100,100,100,100,100,100,100,99.57,100,100,100,100,100,99.79,100,100,100,99.12,100,100,100,100,100,100,100,100,99.79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.46,100,100,100,100,99.57,99.15,99.79
KPN_03466,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.06,100,100,100,100,100,100,100,100,100,100,100,100,100,97.17,98.11,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.17,99.06,99.06,100,100,100,97.17,99.06
KPN_03354,100,100,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,100,99.72,99.72,99.72,100,99.72,99.72,99.72,100,100,100,100,99.72,99.72,100,99.72,100,99.72,99.72,100,99.72,99.72,99.72,99.72,99.72,99.72,99.72,100,99.72,99.72,99.72,99.72,100,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,100,100,99.72,99.72,99.72,99.72,99.72,100,100,100,100,100,99.44,100
KPN_01928,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.74,100,100,99.74,100,100,100,100,100,100,100,100,100,97.38,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.74,99.39,100,100,100,100,97.11,99.74,99.74,100,100,99.74,96.33,99.74
